"","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Date","Publisher","Conference.Name","fishy","RC6","RC0","RC7","RC1","RC4","RC2","RC3","RC10","NR","RC11","RC9","RC5"
"6365",2004,"Volkert, LG; Stoffer, DA","A comparison of sequence alignment algorithms for measuring secondary structure similarity","PROCEEDINGS OF THE 2004 IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN BIOINFORMATICS AND COMPUTATIONAL BIOLOGY","0-7803-8728-7","",NA,"2004","IEEE","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6366",2010,"von Deimling, J. Schneider; Greinert, J.; Chapman, N. R.; Rabbel, W.; Linke, P.","Acoustic imaging of natural gas seepage in the North Sea: Sensing bubbles controlled by variable currents","LIMNOLOGY AND OCEANOGRAPHY-METHODS","","1541-5856","10.4319/lom.2010.8.155","2010","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6367",1998,"von der Heydt, K; Frye, D; Johnson, M","A moored system for data telemetry and control of autonomous underwater vehicles","OCEAN COMMUNITY CONFERENCE'98: CELEBRATING 1998 INTERNATIONAL YEAR OF THE OCEAN, PROCEEDINGS VOLS 1 AND 2","0-933957-21-1","",NA,"1998","MARINE TECHNOLOGY SOC","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6368",1995,"Vogt, Gerhard; Etzold, Thure; Argos, Patrick","An assessment of amino acid exchange matrices in aligning protein sequences: The twilight zone revisited","Journal of Molecular Biology","","00222836","10.1006/jmbi.1995.0340","1995","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6369",2020,"Vohsen, Samuel A.; Anderson, Kaitlin E.; Gade, Andrea M.; Gruber-Vodicka, Harald R.; Dannenberg, Richard P.; Osman, Eslam O.; Dubilier, Nicole; Fisher, Charles R.; Baums, Iliana B.","Deep-sea corals provide new insight into the ecology, evolution, and the role of plastids in widespread apicomplexan symbionts of anthozoans","MICROBIOME","","2049-2618","10.1186/s40168-020-00798-w","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6370",2005,"Voultsiadou, Eleni","Demosponge distribution in the eastern mediterranean: A NW-SE gradient","Helgoland Marine Research","","1438387X","10.1007/s10152-005-0224-8","2005","","",0,1,0,0,0,0,0,0,0,0,0,0,0
"6371",2000,"Voight, Janet R.; Grehan, Anthony J.","Egg brooding by deep-sea octopuses in the North Pacific Ocean","Biological Bulletin","","00063185","10.2307/1542807","2000","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6372",2022,"Vogler, Rodolfo; Sellanes, Javier; Gorny, Matthias; Milessi, Andres C.","First in situ record of the deep-sea shark Hexanchus griseus (Chondrichthyes: Hexanchidae) off Rapa Nui (Easter Island, Chile), and management implications","Latin American Journal of Aquatic Research","","0718560X","10.3856/vol50-issue1-fulltext-2766","2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6373",2005,"Voight, Janet R.","Hydrothermal vent octopuses of Vulcanoctopus hydrothermalis, feed on bathypelagic amphipods of Halice hesmonectes","Journal of the Marine Biological Association of the United Kingdom","","00253154","10.1017/S0025315405011999","2005","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6374",2008,"Voight, Janet R.","Observations of deep-sea octopodid behavior from undersea vehicles","American Malacological Bulletin","","07402783","10.4003/0740-2783-24.1.43","2008","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6375",2022,"Voerman, Sofie E.; Ruseckas, Arvydas; Turnbull, Graham A.; Samuel, Ifor D. W.; Burdett, Heidi L.","Red algae acclimate to low light by modifying phycobilisome composition to maintain efficient light harvesting","BMC Biology","","17417007","10.1186/s12915-022-01480-3","2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6376",2003,"von Alt, C; Allen, B; Austin, T; Forrester, N; Freitag, L; Goldsborough, R; Grund, M; Purcell, M; Stokey, R","Semi-autonomous mapping system","neues archiv der gesellschaft für ältere deutsche geschichtskunde","","","10.1109/OCEANS.2003.178135","2003","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6377",2018,"Vogt, Daniel M.; Becker, Kaitlyn P.; Phillips, Brennan T.; Graule, Moritz A.; Rotjan, Randi D.; Shank, Timothy M.; Cordes, Erik E.; Wood, Robert J.; Gruber, David F.","Shipboard design and fabrication of custom 3D-printed soft robotic manipulators for the investigation of delicate deep-sea organisms","PLoS ONE","","19326203","10.1371/journal.pone.0200386","2018","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6378",1990,"Vora KH, Almeida F","Submerged reef systems on the central western continental shelf of India","Marine geology","","","10.1016/0025-3227(90)90040-Q","1990","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6379",2006,"Von Cosel, Rudo","Taxonomy of tropical West African bivalves. VI. Remarks on Lucinidae (Mollusca, Bivalvia), with description of six new genera and eight new species","Zoosystema","","12809551",NA,"2006","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6380",2003,"Vroom, Peter S.; Smith, Celia M.; Coyer, James A.; Walters, Linda J.; Hunter, Cynthia L.; Beach, Kevin S.; Smith, Jennifer E.","Field biology of Halimeda tuna (Bryopsidales, Chlorophyta) across a depth gradient: Comparative growth, survivorship, recruitment, and reproduction","Hydrobiologia","","00188158","10.1023/A:1026287816324","2003","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6381",2021,"Vrolijk, Peter; Summa, Lori; Ayton, Benjamin; Nomikou, Paraskevi; Hupers, Andre; Kinnaman, Frank; Sylva, Sean; Valentine, David; Camilli, Richard","Using a ladder of seeps with computer decision processes to explore for and evaluate cold seeps on the costa rica active margin","Frontiers in Earth Science","","22966463","10.3389/feart.2021.601019","2021","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6382",1980,"Vulih, S.; Clayton, David L.","Communications for a tethered underwater submersible","Oceans Conference Record (IEEE)","","01977385","10.1109/OCEANS.1980.1151399","1980","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6383",1982,"Vulih, S.; Clayton, D.L.; Tietze, R.C.","Xenon arc light for the johnson-sea-link submersible.","Oceans Conference Record (IEEE)","","01977385",NA,"1982","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6384",2019,"Vyas, Abhijeet; Puppala, Ridhi; Sivadasan, Nikhil; Molawade, Akshay; Ranganathan, Thiyagarajan; Thondiyath, Asokan","Modelling and dynamic analysis of a novel hybrid aerial - underwater robot - acutus","OCEANS 2019 - Marseille, OCEANS Marseille 2019","","","10.1109/OCEANSE.2019.8867419","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6385",2019,"Wang, Yiheng; Zheng, Yahong Rosa","3-Dimensional path planning for autonomous underwater vehicle","OCEANS 2018 MTS/IEEE Charleston, OCEAN 2018","","","10.1109/OCEANS.2018.8604783","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6386",2023,"Walus, Alexandria M.; Schneider, Eric V.C.; Parker, Erin N.; Brittain, Candice; McGaw, Iain J.; Hayes, Daniel; Peters, Amber K.; Van Leeuwen, Travis E.","A comparison of claw removal methods on the survival and claw regeneration of stone crab (<i>Menippe mercenaria</i>)","Journal of Experimental Marine Biology and Ecology","","00220981","10.1016/j.jembe.2023.151895","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6387",2021,"Waldsmith, Julia","A comparison of mesophotic coral ecosystems to cold-seep, chemosynthetic communities in the northern Gulf of Mexico using acoustic methods","Oceans Conference Record (IEEE)","","01977385","10.23919/OCEANS44145.2021.9706017","2021","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"6388",2004,"Watanabe, K","A concept of distributed compact AUV groups for the continuous monitoring of coastal sea environment.","OCEANS `04 MTS/IEEE TECHNO-OCEAN `04, VOLS 1- 2, CONFERENCE PROCEEDINGS, VOLS. 1-4","0-7803-8669-8","",NA,"2004","IEEE","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6389",2009,"Wang, Ding; Lermusiaux, Pierre F.J.; Haley, Patrick J.; Eickstedt, Donald; Leslie, Wayne G.; Schmidt, Henrik","Acoustically focused adaptive sampling and on-board routing for marine rapid environmental assessment","Journal of Marine Systems","","09247963","10.1016/j.jmarsys.2009.01.037","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6390",2009,"Warner, David M.; Claramunt, Randall M.; Janssen, John; Jude, David J.; Wattrus, Nigel","Acoustic estimates of abundance and distribution of spawning lake trout on Sheboygan Reef in Lake Michigan","Journal of Great Lakes Research","","03801330","10.1016/j.jglr.2008.11.005","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6391",2018,"Wan, Lei; Zhang, Ziyang; Li, Yueming; Jiang, Chunmeng; Cao, Jian","A depth control method of underactuated AUVs Based on residual buoyancy identification","2018 OCEANS - MTS/IEEE Kobe Techno-Oceans, OCEANS - Kobe 2018","","","10.1109/OCEANSKOBE.2018.8559110","2018","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6392",2004,"Wang, HJ; Bian, XQ; Zhao, J; Ding, FG; Xia, GQ","A GA path planner based on domain knowledge for AUV","OCEANS `04 MTS/IEEE TECHNO-OCEAN `04, VOLS 1- 2, CONFERENCE PROCEEDINGS, VOLS. 1-4","0-7803-8669-8","",NA,"2004","IEEE","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6393",2003,"Watson, John; Alexander, S.; Chavidan, V.; Craig, G.; Diard, A.; Foresti, G.L.; Gentili, S.; Hendry, D.C.; Hobson, P.R.; Lampitt, R.S.; Nareid, H.; Nebrensky, J.J.; Pescetto, A.; Pieroni, G.G.; Player, M.A.; Saw, K.; Serpico, S.; Tipping, K.; Trucco, A.","A holographic system for subsea recording and analysis of plankton and other marine particles (HOLOMAR)","Oceans Conference Record (IEEE)","","01977385","10.1109/oceans.2003.178428","2003","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"6394",2023,"Wang, Jingze; Gao, Bo; Cui, Weicheng","A method for improving the hydrostatic pressure testing of the compressive strength of solid buoyancy materials used at full ocean depth","Ocean Engineering","","00298018","10.1016/j.oceaneng.2023.115673","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6395",2015,"Watling, Les","A new genus of bamboo coral (Octocorallia: Isididae) from the Bahamas","Zootaxa","","11755326","10.11646/zootaxa.3918.2.5","2015","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6396",2018,"Wade, Rachael M.; Spalding, Heather L.; Peyton, Kimberly A.; Foster, Kevin; Sauvage, Thomas; Ross, Matthew; Sherwood, Alison R.","A new record of avrainvillea cf. erecta (berkeley) a. Gepp & E. S. Gepp (bryopsidales, chlorophyta) from urbanized estuaries in the hawaiian islands","Biodiversity Data Journal","","13142828","10.3897/BDJ.6.e21617","2018","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6397",2016,"Wada, Tomohisa; Suzuki, Taisaku; Yamada, Hiromasa; Nakagawa, Shigeo","An underwater acoustic 64QAM OFDM communication system with robust Doppler compensation","OCEANS 2016 MTS/IEEE Monterey, OCE 2016","","","10.1109/OCEANS.2016.7761056","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6398",2008,"Watanabe, Y.; Ochi, H.; Shimura, T.; Hattori, T.","A positioning of AUV with data transmission using SS acoustic signal","OCEANS 2008","","","10.1109/OCEANS.2008.5151800","2008","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6399",2019,"Wang, William; Pang, Shuo; Wu, Tongshu; Han, Bing","ArduinoSub - A low-cost ROV kit for ocean engineering education","OCEANS 2019 MTS/IEEE Seattle, OCEANS 2019","","","10.23919/OCEANS40490.2019.8962404","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6400",2004,"Walden, Barrie B.; Brown, Robert S.","A replacement for the Alvin submersible","Marine Technology Society Journal","","00253324","10.4031/002533204787522721","2004","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6401",1992,"WANG, YC; CHEN, X","A RESEARCH ROV FOR DEEP-SEA FISHING","neues archiv der gesellschaft für ältere deutsche geschichtskunde","","",NA,"1992","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6402",2017,"Wang, Teng-Wei; Kuo, Pi Hsien; Lin, Chia Wei; Huang, Che-Wei; Chan, Tin-Yam; Chan, Benny K. K.","Assessing the biodiversity of deep-sea large crustaceans through fishing ports","Journal of Crustacean Biology","","02780372","10.1093/jcbiol/rux044","2017","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6403",1984,"Walden, Barrie B.; Sharp, Arnold G.","ATLANTIS II: A NEW SUPPORT SHIP FOR ALVIN.","Oceans Conference Record (IEEE)","","01977385","10.1109/oceans.1984.1152304","1984","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6404",2019,"Wang, Lingxiao; Pang, Shuo","AUV navigation based on inertial navigation and acoustic positioning systems","OCEANS 2018 MTS/IEEE Charleston, OCEAN 2018","","","10.1109/OCEANS.2018.8604773","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6405",2016,"Wagner-Doebler, Irene","Biofilm transplantation in the deep sea","MOLECULAR ECOLOGY","","0962-1083","10.1111/mec.13612","2016","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6406",2007,"Watts, Chris; McGookin, Euan; Macauley, Martin","Biomimetic propulsion systems for mini-autonomous underwater vehicles","Oceans Conference Record (IEEE)","","01977385","10.1109/OCEANS.2007.4449245","2007","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6407",2019,"Wang, Lingxiao; Pang, Shuo","Chemical plume tracing using an AUV based on POMDP source mapping and a-star path planning","OCEANS 2019 MTS/IEEE Seattle, OCEANS 2019","","","10.23919/OCEANS40490.2019.8962795","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6408",2017,"Walsh F, Tea YK, Tanaka H","Cirrhilabrus efatensis, a new species of wrasse (Teleostei: Labridae) from Vanuatu, South Pacific Ocean","Journal of the ocean science foundation","","","10.5281/zenodo.570930","2017","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6409",2013,"Wagner, Jamie K.S.; McEntee, Molly H.; Brothers, Laura L.; German, Christopher R.; Kaiser, Carl L.; Yoerger, Dana R.; Van Dover, Cindy Lee","Cold-seep habitat mapping: High-resolution spatial characterization of the Blake Ridge Diapir seep field","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2013.02.008","2013","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6410",2011,"Waller, Rhian G.; Scanlon, Kathryn M.; Robinson, Laura F.","Cold-water coral distributions in the drake passage area from towed camera observations - Initial interpretations","PLoS ONE","","19326203","10.1371/journal.pone.0016153","2011","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6411",2016,"Wang, Chunyang; Li, Si-Shen; Han, Guan-Zhu","Commentary: Plant auxin biosynthesis did not originate in charophytes","FRONTIERS IN PLANT SCIENCE","","1664-462X","10.3389/fpls.2016.00158","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6412",1984,"Watts, A.B.","[Comment on ""Opportunities for research in the geological sciences""] NRC report omissions","Eos, Transactions American Geophysical Union","","00963941","10.1029/EO065i021p00362-01","1984","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6413",2008,"Wass, Mark N.; Sternberg, Michael J.E","ConFunc - Functional annotation in the twilight zone","Bioinformatics (Oxford, England)","","13674803","10.1093/bioinformatics/btn037","2008","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6414",2018,"Wang, Cong; Zhang, Qifeng; Zhang, Qiucheng; Zhang, Yunxiu; Huo, Liangqing; Wang, Xiaohui","Construction and research of an underwater autonomous dual manipulator platform","2018 OCEANS - MTS/IEEE Kobe Techno-Oceans, OCEANS - Kobe 2018","","","10.1109/OCEANSKOBE.2018.8559153","2018","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6415",2019,"Wang, Yujie; Li, Yu; Ju, Donghao; Jin, Shenglong; Zhong, Rongxing; Huang, Haininng","Continuous bearings-only tracking based on vehicle motion information correction","OCEANS 2019 - Marseille, OCEANS Marseille 2019","","","10.1109/OCEANSE.2019.8867274","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6416",2008,"Waldmann, Christoph; Richter, Lutz","Controls on organic carbon export and twilight zone remineralization: An Overview from the Euroceans Workshop","Oceanography","","10428275","10.1109/OCEANS.2007.4449354","2008","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6417",2008,"Walz, P.M.; Kirkwood, W.J.; Peltzer, E.T.; Hester, K.C.; Brewer, P.G.","Creating controlled CO2 perturbation experiments on the seafloor - Development of FOCE techniques","OCEANS'08 MTS/IEEE Kobe-Techno-Ocean'08 - Voyage toward the Future, OTO'08","","","10.1109/OCEANSKOBE.2008.4531025","2008","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6418",2020,"Wang, Siqi; Li, Lei; Sun, Wenguang; Wainwright, Dylan; Wang, He; Zhao, Wei; Chen, Bohan; Chen, Yufeng; Wen, Li","Detachment of the remora suckerfish disc: Kinematics and a bio-inspired robotic model","Bioinspiration and Biomimetics","","17483182","10.1088/1748-3190/ab9418","2020","","",1,0,0,0,1,0,0,0,0,0,0,0,0
"6419",2018,"Wang, Zhenyu; Yu, Jiancheng; Zhang, Aiqun; Sun, Zhaoyang; Kang, Shuai","Development and experiments of the buoyancy adjusting system of long-range AUV","2018 OCEANS - MTS/IEEE Kobe Techno-Oceans, OCEANS - Kobe 2018","","","10.1109/OCEANSKOBE.2018.8559046","2018","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6420",2019,"Watanabe, Keisuke; Utsunomiya, Koshi; Harada, Kazumasa; Shen, Qin","Development of a floating LBL system and a lightweight ROV for sky to water system","OCEANS 2019 MTS/IEEE Seattle, OCEANS 2019","","","10.23919/OCEANS40490.2019.8962848","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6421",2019,"Wallen, Jonathan; Song, Zhuoyuan","Development of an adaptive docking station for resident underwater vehicles","OCEANS 2019 - Marseille, OCEANS Marseille 2019","","","10.1109/OCEANSE.2019.8867444","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6422",2020,"Wagner, Jamie K. S.; Smart, Clara; German, Christopher R.","Discovery and mapping of the triton seep site, redondo knoll: Fluid flow and microbial colonization within an oxygen minimum zone","Frontiers in Marine Science","","22967745","10.3389/fmars.2020.00108","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"6423",2021,"Wang, Tingting; Zhou, Jing; Zou, Jiabin; Shi, Yutong; Zhou, Wenli; Shao, Peng; Yu, Tianze; Cui, Wei; Li, Xiaohui; Wu, Xingxin; Ye, Jing; Yan, Xiaojun; Naman, C. Benjamin; Lazaro, J. Enrico H.; He, Shan","Discovery of cymopolyphenols A-F from a marine mesophotic zone <i>Aaptos</i> sponge-associated fungus <i>Cymostachys</i> sp. NBUF082","Frontiers in Microbiology","","1664-302X","10.3389/fmicb.2021.638610","2021","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"6424",1996,"Wasielewski, S.; Aldon, M.J.","Dynamic vision for ROV stabilization","Oceans Conference Record (IEEE)","","01977385",NA,"1996","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6425",2003,"Wassmann, P; Olli, K; Riser, CW; Svensen, C","Ecosystem function, biodiversity and vertical flux regulation in the twilight zone","neues archiv der gesellschaft für ältere deutsche geschichtskunde","","",NA,"2003","","",0,0,0,0,0,1,0,1,0,0,0,0,0
"6426",2019,"Wang, Fang; Wang, Wuwu; Zhang, Yongkuang; Du, Qinghai; Jiang, Zhe; Cui, Weicheng","Effect of temperature and nonlinearity of PMMA material in the design of observation windows for a full ocean depth manned submersible","Marine Technology Society Journal","","00253324","10.4031/mtsj.53.1.4","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"6427",2017,"Walsh, Aidan T.; Barrett, Neville; Hill, Nicole","Efficacy of baited remote underwater video systems and bait type in the cool-Temperature zone for monitoring 'no-Take' marine reserves","Marine and Freshwater Research","","13231650","10.1071/MF15165","2017","","",1,0,0,0,0,0,0,1,0,0,0,0,0
"6428",2023,"Wang, Ziyuan; Xu, Jingzehua; Feng, Yuanzhe; Wang, Yijing; Xie, Guanwen; Hou, Xiangwang; Men, Wei; Ren, Yong","Fisher-information-matrix-based USBL cooperative location in USV-AUV networks","Sensors","","14248220","10.3390/s23177429","2023","","",0,0,0,0,1,0,0,0,0,0,0,0,0
